order_id,payment_sequential,payment_type,payment_installments,payment_value
901291,1,debit_card,1,1371.49
875699,1,credit_card,6,765.52
418450,1,debit_card,1,25.42
418450,2,credit_card,3,1877.51
136503,1,voucher,1,6491.57
481853,1,voucher,1,2223.11
963915,1,voucher,1,2522.59
434167,1,credit_card,1,1721.74
918374,1,voucher,1,3654.62
986735,1,credit_card,12,1352.77
710979,1,credit_card,12,3540.84
582303,1,boleto,1,5089.51
125955,1,credit_card,1,3671.95
884440,1,voucher,1,7860.29
422127,1,debit_card,1,1018.25
724784,1,boleto,1,1747.67
606947,1,debit_card,1,2497.15
208786,1,boleto,1,4171.67
845495,1,debit_card,1,4254.03
707896,1,credit_card,12,328.62
999078,1,credit_card,6,2617.68
776878,1,credit_card,6,2760.1
295412,1,debit_card,1,1235.4
276714,1,credit_card,1,1112.9
253659,1,credit_card,12,1646.86
173611,1,debit_card,1,3819.93
326096,1,debit_card,1,3249.53
320550,1,credit_card,1,2339.8
896763,1,credit_card,1,3746.55
997464,1,voucher,1,4348.15
232448,1,voucher,1,2659.91
438081,1,credit_card,6,838.22
109542,1,debit_card,1,2460.54
723710,1,credit_card,1,1955.61
391753,1,boleto,1,102.85
391753,2,debit_card,1,194.78
516334,1,debit_card,1,760.76
455060,1,voucher,1,1274.37
345493,1,voucher,1,4717.03
312521,1,voucher,1,2889.85
312521,2,debit_card,1,973.07
312521,3,debit_card,1,2325.48
555626,1,boleto,1,1707.45
570183,1,debit_card,1,4261.5
737698,1,credit_card,3,41.37
473452,1,debit_card,1,4726.19
878817,1,credit_card,1,2862.57
958953,1,debit_card,1,982.86
789553,1,boleto,1,2414.49
602176,1,credit_card,3,2171.55
771226,1,boleto,1,886.73
771226,2,debit_card,1,783.45
771226,3,voucher,1,1021.3
595677,1,boleto,1,3233.18
946374,1,debit_card,1,1975.62
697478,1,debit_card,1,4453.22
756732,1,credit_card,3,5021.11
559977,1,voucher,1,1441.97
898097,1,voucher,1,529.04
970988,1,boleto,1,309.28
483246,1,credit_card,1,2824.06
252683,1,debit_card,1,1784.67
373072,1,credit_card,12,63.18
104852,1,boleto,1,1867.8
104852,2,boleto,1,5828.01
112306,1,credit_card,3,5095.18
652839,1,debit_card,1,876.15
739986,1,credit_card,1,216.94
739986,2,boleto,1,1412.45
699828,1,debit_card,1,843.61
860908,1,voucher,1,5195.79
163684,1,credit_card,1,5132.57
439385,1,debit_card,1,1129.81
903246,1,credit_card,12,1308.95
665472,1,voucher,1,1027.05
103384,1,credit_card,3,7056.09
381561,1,voucher,1,683.54
806128,1,voucher,1,4111.64
653331,1,debit_card,1,4624.67
650184,1,boleto,1,1859.16
439774,1,credit_card,12,8247.28
530714,1,credit_card,12,2366.77
495519,1,credit_card,1,3449.69
711699,1,voucher,1,591.08
861810,1,credit_card,6,2936.56
687974,1,debit_card,1,3588.97
243586,1,boleto,1,2492.61
515227,1,credit_card,6,4605.45
417546,1,debit_card,1,614.8
344940,1,debit_card,1,2543.96
208182,1,boleto,1,6101.25
450042,1,debit_card,1,1274.13
170202,1,credit_card,1,5397.0
187725,1,voucher,1,3365.71
301731,1,boleto,1,558.63
133366,1,boleto,1,5406.83
105517,1,boleto,1,6025.55
630403,1,debit_card,1,4527.4
898786,1,boleto,1,3675.97
414585,1,credit_card,12,2266.95
108249,1,voucher,1,993.15
891249,1,debit_card,1,858.18
787574,1,boleto,1,380.74
787574,2,boleto,1,6617.75
632956,1,credit_card,12,3104.82
965646,1,debit_card,1,2409.81
697383,1,boleto,1,151.42
697383,2,debit_card,1,458.55
697383,3,boleto,1,3544.51
167058,1,voucher,1,1051.8
886756,1,debit_card,1,3368.01
424589,1,voucher,1,3396.76
425696,1,boleto,1,6296.61
630234,1,voucher,1,1358.3
167442,1,boleto,1,3204.4
298255,1,boleto,1,1843.22
464290,1,voucher,1,2977.47
394386,1,debit_card,1,2011.2
545691,1,voucher,1,840.88
342834,1,debit_card,1,4528.57
556312,1,credit_card,12,484.87
129811,1,credit_card,12,5283.38
109992,1,debit_card,1,4738.32
900728,1,debit_card,1,507.66
632371,1,debit_card,1,1961.73
887763,1,voucher,1,3790.01
442610,1,debit_card,1,6437.49
559327,1,boleto,1,3253.16
635813,1,boleto,1,18.59
635813,2,voucher,1,566.41
814519,1,voucher,1,2824.19
933569,1,boleto,1,1968.75
204299,1,voucher,1,2374.83
690283,1,debit_card,1,762.09
690283,2,boleto,1,1117.92
191103,1,credit_card,1,292.59
191103,2,debit_card,1,135.92
191103,3,debit_card,1,188.49
493091,1,boleto,1,3853.2
488794,1,credit_card,1,3143.1
779833,1,boleto,1,498.87
967662,1,debit_card,1,2678.32
392517,1,credit_card,12,7243.83
782433,1,credit_card,12,3150.11
264901,1,credit_card,12,2509.19
973056,1,debit_card,1,3354.12
115844,1,boleto,1,3334.9
850368,1,credit_card,1,1621.36
593094,1,credit_card,6,4974.83
380164,1,debit_card,1,4514.56
625356,1,debit_card,1,789.94
549940,1,credit_card,6,6711.59
898597,1,voucher,1,1939.31
257169,1,credit_card,6,2989.83
433663,1,voucher,1,6743.31
408334,1,credit_card,12,3324.85
785356,1,debit_card,1,4611.09
412373,1,credit_card,3,29.73
107734,1,boleto,1,5048.18
224002,1,debit_card,1,1992.43
398627,1,boleto,1,1094.58
617850,1,debit_card,1,3626.29
596069,1,boleto,1,1233.83
606572,1,debit_card,1,1745.43
392723,1,debit_card,1,2672.75
804069,1,debit_card,1,1375.72
543552,1,boleto,1,4330.2
326186,1,debit_card,1,3897.53
917932,1,boleto,1,1113.06
917932,2,credit_card,3,703.24
917932,3,boleto,1,1917.21
632287,1,boleto,1,2032.95
885913,1,boleto,1,5402.79
457531,1,boleto,1,3375.06
348181,1,debit_card,1,1800.15
533031,1,credit_card,1,2340.05
906239,1,boleto,1,3844.59
536746,1,voucher,1,1808.15
760860,1,credit_card,1,1467.96
667821,1,voucher,1,1475.0
386208,1,boleto,1,3763.63
519815,1,credit_card,1,1509.38
322717,1,voucher,1,3317.69
679138,1,boleto,1,6103.05
192660,1,voucher,1,1849.88
399205,1,voucher,1,4572.18
195726,1,voucher,1,3174.22
139495,1,boleto,1,5994.06
901073,1,boleto,1,4317.87
972767,1,voucher,1,3753.87
675331,1,boleto,1,3299.23
558405,1,credit_card,1,1198.21
876844,1,credit_card,1,1215.73
420151,1,voucher,1,2911.89
305501,1,credit_card,1,472.38
875184,1,debit_card,1,1930.34
858765,1,credit_card,6,6658.3
169273,1,boleto,1,2082.72
379905,1,credit_card,6,1308.94
328825,1,debit_card,1,5143.15
837275,1,boleto,1,4253.84
352719,1,credit_card,1,907.5
352719,2,debit_card,1,541.97
352719,3,boleto,1,1024.55
994902,1,credit_card,3,327.21
994902,2,debit_card,1,3558.33
372205,1,voucher,1,3026.45
598914,1,debit_card,1,1439.85
748331,1,debit_card,1,8326.92
760819,1,voucher,1,61.93
621372,1,credit_card,3,14.63
621372,2,credit_card,6,49.43
621372,3,voucher,1,624.21
261529,1,credit_card,1,1156.23
485511,1,debit_card,1,5265.63
292338,1,voucher,1,1122.79
280267,1,debit_card,1,861.33
842906,1,debit_card,1,1644.53
345250,1,boleto,1,4704.35
213034,1,boleto,1,1146.5
460767,1,debit_card,1,1090.37
794772,1,voucher,1,2560.68
970606,1,boleto,1,2386.94
679877,1,voucher,1,2813.13
185062,1,debit_card,1,4263.92
919488,1,voucher,1,1766.0
938125,1,voucher,1,3235.17
435069,1,credit_card,12,1355.48
801072,1,boleto,1,1863.23
306470,1,debit_card,1,1971.24
725801,1,debit_card,1,240.46
530751,1,boleto,1,1919.73
660543,1,boleto,1,587.45
660543,2,debit_card,1,1127.0
474294,1,credit_card,1,4600.04
988686,1,boleto,1,196.7
243475,1,debit_card,1,2957.72
959512,1,credit_card,6,441.22
959512,2,voucher,1,161.92
959512,3,debit_card,1,962.76
183196,1,voucher,1,4208.96
494187,1,voucher,1,859.55
877195,1,voucher,1,5225.74
515682,1,debit_card,1,1570.56
584320,1,boleto,1,259.24
201814,1,boleto,1,4628.14
328349,1,boleto,1,3192.96
520320,1,boleto,1,3866.43
845206,1,credit_card,12,2467.48
137647,1,boleto,1,1138.91
844778,1,boleto,1,2461.45
433867,1,debit_card,1,1456.5
758803,1,credit_card,12,1544.86
403887,1,debit_card,1,5034.97
787635,1,credit_card,6,905.92
219749,1,boleto,1,816.06
968342,1,voucher,1,2120.23
274387,1,debit_card,1,4121.75
471979,1,boleto,1,1772.42
965137,1,voucher,1,5902.57
306928,1,voucher,1,4608.77
588710,1,debit_card,1,3593.77
980575,1,boleto,1,4835.55
708900,1,credit_card,6,2254.6
153375,1,debit_card,1,1014.63
769730,1,credit_card,1,3609.5
805783,1,voucher,1,3935.8
794799,1,voucher,1,4142.59
800103,1,debit_card,1,32.31
796964,1,voucher,1,13.37
796964,2,debit_card,1,2472.15
182960,1,boleto,1,1931.41
734068,1,debit_card,1,2533.21
813513,1,boleto,1,1326.84
861446,1,debit_card,1,297.08
558654,1,voucher,1,134.75
558654,2,debit_card,1,1947.85
357598,1,debit_card,1,3114.12
601281,1,voucher,1,3680.83
526491,1,debit_card,1,77.74
526491,2,boleto,1,115.83
120158,1,voucher,1,4176.73
268250,1,credit_card,3,50.41
363494,1,credit_card,3,214.7
925093,1,boleto,1,1836.1
469405,1,voucher,1,1795.39
363102,1,debit_card,1,5271.18
688876,1,credit_card,3,468.75
414483,1,voucher,1,4046.16
331494,1,debit_card,1,3211.9
636055,1,voucher,1,2996.36
197544,1,credit_card,12,2238.43
184809,1,boleto,1,3372.55
910271,1,credit_card,1,447.35
910271,2,credit_card,1,2995.49
235381,1,boleto,1,4611.54
830274,1,debit_card,1,2040.52
739999,1,boleto,1,32.21
636980,1,voucher,1,5308.44
226419,1,voucher,1,433.02
868345,1,credit_card,1,34.34
821860,1,debit_card,1,2768.09
353028,1,credit_card,12,2900.64
558306,1,boleto,1,2176.12
814965,1,boleto,1,3443.93
289959,1,credit_card,1,1779.68
800925,1,voucher,1,2695.69
683178,1,credit_card,12,2909.61
855696,1,voucher,1,4021.41
674648,1,boleto,1,1145.46
170314,1,boleto,1,2869.7
454280,1,voucher,1,3999.07
160460,1,voucher,1,462.33
342330,1,credit_card,6,5463.41
191674,1,debit_card,1,172.21
207925,1,boleto,1,3590.61
143757,1,credit_card,1,4208.68
775114,1,boleto,1,5790.61
856212,1,boleto,1,4680.0
419474,1,boleto,1,4085.96
387661,1,boleto,1,3488.18
271846,1,debit_card,1,3120.01
559998,1,debit_card,1,1875.73
198184,1,credit_card,1,2098.12
969676,1,debit_card,1,4937.24
685328,1,credit_card,1,4013.3
232599,1,credit_card,1,3610.86
882685,1,boleto,1,2530.37
878825,1,debit_card,1,312.93
878825,2,boleto,1,268.74
878825,3,voucher,1,589.14
371496,1,credit_card,1,2317.14
356837,1,boleto,1,2657.17
640990,1,debit_card,1,1976.75
769916,1,voucher,1,1982.57
982931,1,voucher,1,4416.17
632080,1,voucher,1,867.8
500147,1,debit_card,1,2667.33
514457,1,debit_card,1,3585.62
956345,1,credit_card,1,471.71
273744,1,debit_card,1,3617.28
789203,1,credit_card,6,2663.23
152068,1,voucher,1,193.56
278290,1,credit_card,3,1674.36
858110,1,credit_card,12,610.54
715732,1,debit_card,1,993.69
742160,1,boleto,1,2889.74
193708,1,boleto,1,4801.46
722561,1,boleto,1,414.56
799020,1,voucher,1,1713.72
844670,1,debit_card,1,1183.3
645108,1,debit_card,1,4271.27
144644,1,voucher,1,3065.4
535909,1,voucher,1,5141.61
604280,1,credit_card,1,3416.92
152224,1,credit_card,6,2165.67
356231,1,boleto,1,3604.61
539871,1,boleto,1,619.64
732460,1,debit_card,1,6112.7
238444,1,debit_card,1,3002.55
872672,1,boleto,1,2747.96
872672,2,voucher,1,3266.12
914238,1,boleto,1,2450.29
828669,1,debit_card,1,1980.98
785907,1,boleto,1,590.21
785907,2,voucher,1,1393.77
945284,1,credit_card,3,822.23
812382,1,voucher,1,114.81
908313,1,credit_card,1,6240.08
651149,1,debit_card,1,1044.1
651149,2,debit_card,1,136.5
651149,3,credit_card,12,1058.74
741202,1,debit_card,1,1873.16
438426,1,debit_card,1,4270.94
241797,1,boleto,1,2597.13
173385,1,voucher,1,2459.0
556548,1,credit_card,1,5010.59
451302,1,credit_card,3,47.51
451302,2,voucher,1,180.75
451302,3,voucher,1,870.85
249705,1,debit_card,1,2426.92
424641,1,voucher,1,1409.09
424641,2,boleto,1,300.72
424641,3,boleto,1,1115.0
400475,1,credit_card,6,2983.73
253756,1,debit_card,1,4245.95
127338,1,debit_card,1,4937.45
359129,1,credit_card,1,2928.94
571815,1,debit_card,1,477.33
525144,1,credit_card,12,2833.55
834164,1,boleto,1,2794.59
228448,1,voucher,1,65.94
228448,2,debit_card,1,105.77
931995,1,debit_card,1,3942.23
343706,1,boleto,1,6476.57
963027,1,boleto,1,1047.88
661980,1,credit_card,6,3112.26
239039,1,credit_card,12,1403.9
146087,1,debit_card,1,536.25
519450,1,boleto,1,840.19
399668,1,boleto,1,6486.85
377185,1,debit_card,1,4705.64
671537,1,voucher,1,5001.53
334306,1,voucher,1,5566.39
783671,1,credit_card,6,981.43
253693,1,boleto,1,1127.31
253693,2,debit_card,1,457.6
253693,3,voucher,1,3252.1
769296,1,credit_card,1,1165.64
867494,1,boleto,1,997.64
633830,1,boleto,1,2808.75
671041,1,debit_card,1,3992.61
846568,1,credit_card,1,4829.21
493587,1,boleto,1,3373.26
102512,1,debit_card,1,1475.36
158070,1,credit_card,3,1203.13
253941,1,voucher,1,3598.99
706501,1,credit_card,6,1978.38
502130,1,boleto,1,3129.78
394200,1,voucher,1,3502.54
123378,1,boleto,1,2965.46
715509,1,credit_card,3,1650.46
477411,1,voucher,1,1093.02
998572,1,boleto,1,4242.1
737609,1,boleto,1,4587.97
998809,1,voucher,1,1793.18
219349,1,debit_card,1,2024.94
679428,1,boleto,1,996.01
741306,1,boleto,1,2246.85
554342,1,debit_card,1,1755.38
139222,1,voucher,1,3906.48
638987,1,debit_card,1,4288.14
509931,1,debit_card,1,4424.73
229649,1,debit_card,1,2077.79
197454,1,boleto,1,2087.72
683263,1,debit_card,1,252.78
919672,1,boleto,1,1009.79
309387,1,debit_card,1,2160.65
790609,1,voucher,1,3724.3
624381,1,credit_card,3,6129.4
457588,1,voucher,1,920.66
772627,1,credit_card,1,2973.9
903514,1,boleto,1,4176.92
720256,1,debit_card,1,1404.73
720256,2,credit_card,1,2013.63
618380,1,voucher,1,2303.06
141608,1,credit_card,1,4425.78
598113,1,debit_card,1,4584.34
204653,1,voucher,1,1188.05
582681,1,boleto,1,2500.94
757731,1,boleto,1,33.17
723415,1,credit_card,6,1243.67
111262,1,debit_card,1,2288.73
981009,1,voucher,1,20.76
981009,2,boleto,1,9.52
981009,3,credit_card,6,43.39
642295,1,credit_card,1,4372.23
497867,1,credit_card,3,3560.17
356405,1,boleto,1,523.5
558095,1,boleto,1,1136.39
558095,2,debit_card,1,3077.78
580037,1,voucher,1,4352.91
663255,1,credit_card,1,5957.41
776227,1,credit_card,6,4441.76
492077,1,voucher,1,1844.54
669492,1,voucher,1,1596.28
622010,1,credit_card,1,521.18
318200,1,debit_card,1,2702.47
630926,1,debit_card,1,2692.71
849409,1,boleto,1,3890.88
353165,1,debit_card,1,3747.3
101911,1,credit_card,12,3655.39
698475,1,credit_card,1,1678.58
698475,2,credit_card,1,1328.79
698475,3,boleto,1,4491.65
794885,1,voucher,1,3932.61
879033,1,voucher,1,1698.99
879033,2,debit_card,1,816.05
879033,3,credit_card,12,3157.39
637113,1,boleto,1,1553.97
952490,1,voucher,1,2146.95
554001,1,boleto,1,1781.93
143111,1,credit_card,1,1293.58
584513,1,credit_card,1,2689.22
413364,1,debit_card,1,3877.16
916925,1,credit_card,1,2013.67
963593,1,credit_card,3,6673.75
554150,1,voucher,1,4686.08
508432,1,credit_card,3,384.94
508432,2,boleto,1,3776.43
740247,1,credit_card,6,8959.38
107221,1,debit_card,1,5250.7
461748,1,boleto,1,782.4
462213,1,voucher,1,75.99
175693,1,credit_card,6,4709.92
681043,1,voucher,1,2133.57
408973,1,boleto,1,3319.57
110035,1,voucher,1,453.77
360793,1,boleto,1,4146.97
277793,1,boleto,1,5886.37
811127,1,voucher,1,2016.75
727709,1,credit_card,3,527.98
727709,2,voucher,1,3077.89
708447,1,boleto,1,258.16
794526,1,credit_card,1,2853.59
169399,1,voucher,1,1061.73
890024,1,debit_card,1,4565.23
727832,1,credit_card,12,5631.58
815306,1,debit_card,1,1327.14
608936,1,voucher,1,4001.43
743799,1,credit_card,3,3504.0
727632,1,debit_card,1,3588.6
753646,1,debit_card,1,2981.42
160079,1,boleto,1,728.28
233192,1,voucher,1,3550.18
650140,1,credit_card,6,3514.36
672896,1,credit_card,12,2453.47
303125,1,debit_card,1,73.1
136008,1,voucher,1,66.41
591793,1,voucher,1,3572.87
750757,1,debit_card,1,6116.88
397626,1,voucher,1,680.13
180482,1,debit_card,1,1536.85
462396,1,debit_card,1,658.47
462396,2,voucher,1,1190.11
257118,1,voucher,1,2116.33
230147,1,credit_card,1,878.28
513310,1,voucher,1,348.91
513310,2,voucher,1,1955.7
585047,1,debit_card,1,3129.77
860917,1,boleto,1,2189.79
283669,1,voucher,1,271.62
283669,2,boleto,1,56.02
283669,3,debit_card,1,483.69
446251,1,credit_card,12,984.72
313684,1,credit_card,1,3119.06
901137,1,debit_card,1,1683.22
870055,1,debit_card,1,491.04
431581,1,debit_card,1,5289.35
459546,1,voucher,1,252.59
459546,2,credit_card,6,1489.27
136383,1,boleto,1,2045.96
494899,1,boleto,1,3722.23
287860,1,voucher,1,1467.18
312995,1,voucher,1,179.76
273280,1,debit_card,1,2643.31
684192,1,debit_card,1,5453.25
904900,1,debit_card,1,651.16
774226,1,boleto,1,685.83
774226,2,debit_card,1,479.78
774226,3,debit_card,1,1345.77
185597,1,credit_card,1,3910.89
258437,1,credit_card,12,3453.54
119716,1,voucher,1,6021.98
969166,1,debit_card,1,1930.64
264569,1,debit_card,1,3356.88
857259,1,boleto,1,4843.2
101141,1,credit_card,1,5151.45
959259,1,debit_card,1,6110.76
495425,1,voucher,1,297.94
916537,1,credit_card,12,5980.2
853283,1,boleto,1,635.59
128559,1,boleto,1,3518.59
953943,1,boleto,1,61.69
772932,1,debit_card,1,1718.38
108622,1,voucher,1,997.06
334414,1,boleto,1,1978.59
629343,1,credit_card,12,809.02
796690,1,debit_card,1,1425.65
521832,1,debit_card,1,2208.18
278251,1,boleto,1,3535.35
679101,1,debit_card,1,3899.43
508148,1,voucher,1,313.17
926859,1,voucher,1,1864.28
851428,1,boleto,1,667.61
834744,1,voucher,1,5511.61
626622,1,debit_card,1,6613.78
669526,1,credit_card,6,6106.27
299877,1,debit_card,1,529.8
386103,1,boleto,1,2787.08
114014,1,debit_card,1,6720.69
838456,1,boleto,1,2434.55
758097,1,boleto,1,4536.6
922205,1,credit_card,1,2884.38
820472,1,credit_card,1,2829.89
578958,1,credit_card,1,5136.38
649038,1,credit_card,6,3546.74
553617,1,boleto,1,885.29
412270,1,credit_card,1,2417.03
788924,1,debit_card,1,882.08
788924,2,boleto,1,1526.79
788924,3,boleto,1,2290.58
614668,1,debit_card,1,2588.97
116902,1,boleto,1,2078.68
180743,1,boleto,1,974.02
798587,1,voucher,1,6878.89
567536,1,credit_card,12,2062.08
299151,1,debit_card,1,5987.97
544131,1,voucher,1,2609.55
832668,1,credit_card,6,834.12
319368,1,debit_card,1,1355.01
319368,2,debit_card,1,6771.19
670168,1,boleto,1,4666.7
402140,1,credit_card,12,5596.52
834333,1,boleto,1,4203.81
834333,2,voucher,1,4486.08
412136,1,voucher,1,3872.65
333917,1,boleto,1,5495.57
323619,1,debit_card,1,2384.78
552537,1,voucher,1,90.33
113081,1,boleto,1,2230.2
859302,1,voucher,1,4628.23
755700,1,boleto,1,3954.85
398046,1,credit_card,1,119.25
432884,1,debit_card,1,1558.23
985072,1,debit_card,1,1471.14
700863,1,boleto,1,4740.4
439896,1,debit_card,1,3161.4
167812,1,boleto,1,663.23
329783,1,debit_card,1,933.87
738399,1,boleto,1,2455.03
278294,1,debit_card,1,2613.65
512716,1,credit_card,12,1559.94
234891,1,boleto,1,5087.52
468414,1,voucher,1,2362.23
622717,1,voucher,1,6830.07
775148,1,debit_card,1,2033.03
276607,1,boleto,1,3911.58
823858,1,debit_card,1,189.7
823858,2,credit_card,6,870.25
957095,1,boleto,1,103.44
957095,2,voucher,1,45.58
957095,3,credit_card,1,320.67
450148,1,boleto,1,5572.05
735194,1,boleto,1,2859.0
684212,1,debit_card,1,501.73
894844,1,boleto,1,1753.62
104367,1,debit_card,1,264.56
548646,1,voucher,1,389.6
548646,2,voucher,1,149.07
548646,3,credit_card,6,2594.89
234733,1,voucher,1,3238.92
343361,1,debit_card,1,3400.53
510339,1,credit_card,1,1409.03
509553,1,debit_card,1,1256.21
200094,1,voucher,1,298.63
200094,2,voucher,1,445.59
221077,1,voucher,1,611.03
349224,1,credit_card,3,2316.33
996777,1,boleto,1,1953.91
675837,1,voucher,1,542.9
214364,1,credit_card,3,2785.04
474224,1,voucher,1,3448.79
744049,1,voucher,1,1762.11
362084,1,boleto,1,105.77
554144,1,boleto,1,101.77
554144,2,voucher,1,22.97
554144,3,debit_card,1,806.25
184873,1,boleto,1,1128.35
211596,1,voucher,1,3513.24
310246,1,boleto,1,1780.65
701544,1,voucher,1,1656.36
485520,1,boleto,1,1164.28
394398,1,debit_card,1,2476.61
286521,1,debit_card,1,238.02
286521,2,credit_card,1,498.91
286521,3,debit_card,1,885.12
167609,1,debit_card,1,4936.22
461559,1,credit_card,1,1286.31
983103,1,voucher,1,4417.42
881814,1,debit_card,1,7682.52
306750,1,debit_card,1,4612.4
773524,1,voucher,1,5109.89
902061,1,boleto,1,307.73
956816,1,debit_card,1,4013.41
901412,1,boleto,1,8082.68
878706,1,voucher,1,1922.81
203093,1,boleto,1,2463.32
560882,1,voucher,1,3840.44
275970,1,credit_card,12,1275.52
275970,2,boleto,1,2298.23
122698,1,voucher,1,4955.51
195065,1,voucher,1,3890.32
287257,1,voucher,1,940.16
820596,1,debit_card,1,1200.24
746522,1,voucher,1,990.75
687646,1,voucher,1,7602.13
422350,1,debit_card,1,546.59
553906,1,debit_card,1,1481.46
133428,1,credit_card,6,1342.38
552269,1,boleto,1,1471.8
554850,1,voucher,1,2433.32
639034,1,debit_card,1,1003.51
271453,1,debit_card,1,1308.6
723785,1,debit_card,1,439.82
723785,2,credit_card,6,89.53
723785,3,voucher,1,686.94
438790,1,boleto,1,284.71
438790,2,voucher,1,640.89
438790,3,credit_card,1,1874.77
779815,1,credit_card,6,4198.99
225744,1,credit_card,6,283.55
401025,1,boleto,1,7337.82
320410,1,credit_card,6,2932.01
563394,1,debit_card,1,1364.65
614262,1,credit_card,1,1371.23
631102,1,debit_card,1,3086.88
819196,1,debit_card,1,2956.02
129423,1,credit_card,6,1128.45
573166,1,boleto,1,3772.66
609489,1,voucher,1,465.07
609489,2,voucher,1,619.48
609489,3,boleto,1,1686.26
215998,1,voucher,1,1928.29
837478,1,credit_card,3,435.1
837478,2,voucher,1,1798.96
876356,1,credit_card,12,877.3
665316,1,voucher,1,1253.04
665316,2,credit_card,3,310.85
665316,3,boleto,1,2251.83
116370,1,debit_card,1,2507.37
727967,1,credit_card,3,2738.79
422368,1,boleto,1,500.56
106874,1,boleto,1,3100.78
952891,1,credit_card,1,2436.89
977571,1,debit_card,1,1852.68
476837,1,voucher,1,5293.64
891110,1,debit_card,1,2955.76
396536,1,debit_card,1,933.81
918877,1,voucher,1,4576.38
627173,1,boleto,1,1828.52
540895,1,voucher,1,1430.88
433242,1,credit_card,6,5219.93
830827,1,boleto,1,4550.23
221025,1,credit_card,6,2419.31
348705,1,credit_card,1,1762.72
308209,1,credit_card,1,752.61
452565,1,credit_card,1,3526.5
859518,1,credit_card,1,3796.41
288915,1,boleto,1,1616.6
916114,1,credit_card,1,2154.69
181710,1,boleto,1,1265.11
181710,2,boleto,1,2228.6
239889,1,voucher,1,3023.9
458764,1,credit_card,1,766.38
458764,2,boleto,1,1934.75
193362,1,debit_card,1,589.81
915430,1,debit_card,1,682.23
746301,1,credit_card,1,4588.04
797431,1,voucher,1,5983.42
944313,1,voucher,1,3633.33
394921,1,debit_card,1,3124.27
421663,1,credit_card,1,2966.13
757985,1,credit_card,6,2563.64
220411,1,boleto,1,3975.57
955860,1,debit_card,1,2204.19
289102,1,credit_card,12,3352.55
349429,1,credit_card,3,465.4
334329,1,boleto,1,498.56
921470,1,voucher,1,3299.14
814585,1,debit_card,1,4882.06
261647,1,debit_card,1,857.79
317567,1,voucher,1,4555.8
358385,1,voucher,1,4401.86
680991,1,credit_card,12,1082.78
977848,1,voucher,1,1956.29
299583,1,debit_card,1,417.65
299583,2,boleto,1,3617.74
609207,1,credit_card,1,170.43
609207,2,voucher,1,361.97
297395,1,credit_card,12,1691.55
931199,1,debit_card,1,3397.93
445107,1,voucher,1,684.07
767849,1,boleto,1,2322.7
557227,1,boleto,1,1860.85
474398,1,boleto,1,1643.13
956021,1,boleto,1,1783.01
407928,1,boleto,1,32.31
407928,2,debit_card,1,13.11
407928,3,debit_card,1,30.04
857083,1,debit_card,1,4708.74
696275,1,credit_card,6,2565.59
924718,1,boleto,1,426.69
972556,1,debit_card,1,6012.97
418004,1,voucher,1,1135.36
675000,1,boleto,1,3618.89
829237,1,voucher,1,4480.92
155752,1,boleto,1,2016.32
826337,1,boleto,1,2519.46
654878,1,boleto,1,861.04
938154,1,voucher,1,4314.76
167722,1,voucher,1,95.11
167722,2,debit_card,1,82.73
167722,3,voucher,1,1263.45
601226,1,voucher,1,1527.27
706599,1,boleto,1,4994.13
953828,1,voucher,1,1344.45
392315,1,voucher,1,3172.83
929607,1,debit_card,1,2622.52
594555,1,debit_card,1,3560.35
316852,1,boleto,1,2137.4
323999,1,boleto,1,5901.3
479877,1,voucher,1,3510.38
565732,1,credit_card,1,1896.61
106247,1,boleto,1,1069.57
689488,1,boleto,1,1058.27
884550,1,boleto,1,1584.42
776642,1,boleto,1,3571.28
163623,1,voucher,1,880.81
922640,1,credit_card,12,2436.33
170184,1,boleto,1,3198.19
242528,1,debit_card,1,184.62
242528,2,voucher,1,120.8
242528,3,credit_card,1,503.28
366962,1,boleto,1,3147.08
256910,1,boleto,1,7440.23
587738,1,boleto,1,3979.41
636542,1,credit_card,1,625.23
636542,2,boleto,1,899.08
636542,3,credit_card,12,2107.88
415805,1,debit_card,1,2410.05
331655,1,voucher,1,1026.14
619698,1,boleto,1,1360.92
319707,1,debit_card,1,789.07
319707,2,voucher,1,519.31
319707,3,credit_card,12,792.25
257337,1,voucher,1,5364.73
648996,1,credit_card,1,3605.87
733573,1,credit_card,3,415.77
922027,1,credit_card,3,1200.16
922027,2,credit_card,3,1122.45
922027,3,debit_card,1,1574.09
564550,1,boleto,1,43.12
758865,1,debit_card,1,2224.68
795511,1,debit_card,1,3767.57
594211,1,debit_card,1,3644.25
601039,1,debit_card,1,2685.7
354883,1,credit_card,3,3429.6
512794,1,voucher,1,4031.83
786854,1,voucher,1,7787.03
415384,1,debit_card,1,1531.82
417515,1,credit_card,1,1680.91
520641,1,debit_card,1,5344.96
965930,1,credit_card,12,3414.64
403050,1,voucher,1,1627.39
183440,1,voucher,1,1680.83
171611,1,voucher,1,2055.13
649888,1,debit_card,1,1620.14
694317,1,voucher,1,5946.63
220872,1,debit_card,1,6259.71
705100,1,debit_card,1,1173.07
592194,1,credit_card,6,4127.6
525102,1,voucher,1,1077.23
767967,1,debit_card,1,206.27
433341,1,voucher,1,4003.09
225379,1,debit_card,1,778.54
225379,2,debit_card,1,2084.79
174098,1,voucher,1,2624.35
270854,1,voucher,1,4047.35
